X,Y,OBJECTID,GLOBAL_ID,NAME,LATITUDE,LONGITUDE,CITY,STATE,STATUS_CODE,OPENING_ON
-80.852819444,35.225808333,160,00467B68-EC55-4A13-B425-F49DD0C160F5,Bank of America Stadium,35-13-32.91N,080-51-10.15W,Charlotte,NC,Open,
-118.287958333,34.014058333,161,D501E5C1-6CA7-4B92-B403-993FFF985043,United Airlines Field at the Los Angeles Memorial Coliseum,34-00-50.61N,118-17-16.65W,Los Angeles,CA,Open,
-112.311616667,33.3751,162,2602A849-E1EC-4C48-B3E9-7EE854BB7D0C,Phoenix Raceway,33-22-30.36N,112-18-41.82W,Phoenix,AZ,Open,
-111.654488889,40.2575277780001,163,56373092-1A37-4FBA-9BBB-E48E57C56346,LaVell Edwards Stadium,40-15-27.10N,111-39-16.16W,Provo,UT,Open,
-95.3555388889999,29.757177778,164,9B1BFCE2-F2B9-4635-813C-90A9708EB420,Daikin Park,29-45-25.84N,095-21-19.94W,Houston,TX,Open,
-81.0713888889999,29.1851,165,493015CA-EC23-47FC-8114-95E1E583DC4F,Daytona International Speedway,29-11-06.36N,081-04-17.00W,Daytona Beach,FL,Open,
-77.0074,38.87305,166,E719B41A-5F1D-4A01-B839-8161DD7F6C45,Nationals Park,38-52-22.98N,077-00-26.64W,Washington,DC,Open,
-74.465288889,40.513569444,167,865AD3D4-2202-4441-9C1F-02CF15D64B65,SHI Stadium,40-30-48.85N,074-27-55.04W,Piscataway,NJ,Open,
-93.224538889,44.9765583330001,168,947E3D2A-2AA6-4BE5-8E5F-E267519CD573,Huntington Bank Stadium,44-58-35.61N,093-13-28.34W,Minneapolis,MN,Open,
-73.845888889,40.7570388890001,169,128770FE-1070-4575-BB70-5B327C3CCAC4,Citi Field,40-45-25.34N,073-50-45.20W,Flushing,NY,Open,
-78.513688889,38.0311194440001,170,6C41B584-DAF1-4CDF-A85A-575CB9B7B0DD,Scott Stadium,38-01-52.03N,078-30-49.28W,Charlotttesville,VA,Open,
-88.075633333,30.6730666670001,171,4F156BEA-8AC9-486A-AF47-F27B3F1E9E70,Ladd-Peebles Stadium,30-40-23.04N,088-04-32.28W,Mobile,AL,Open,
-96.340419444,30.609927778,172,AE5DB749-8655-4690-857A-18C385D7F75D,Kyle Field,30-36-35.74N,096-20-25.51W,College Station,TX,Open,
-81.6374,30.3239,173,466E63F3-8C2F-48F5-9016-A6BA604E53A4,EverBank Field,30-19-26.04N,081-38-14.64W,Jacksonville,FL,Open,
-118.23995,34.0738777780001,174,2E20BCE7-D68D-46C4-8D5D-A9EF88F4EA60,Dodger Stadium,34-04-25.96N,118-14-23.82W,Los Angeles,CA,Open,
-88.010627778,43.0201777780001,175,304B8C81-4B78-4DED-A403-8427CC47C07A,Milwaukee Mile,43-01-12.64N,088-00-38.26W,West Allis,WI,Open,
-73.9262388889999,40.829627778,176,05DD4CBF-5A76-4C33-847C-67C120097A32,Yankee Stadium,40-49-46.66N,073-55-34.46W,Bronx,NY,Open,
-84.4010111109999,33.7552305560001,177,EBB95E7D-0AD8-43F2-A2D0-A40C51B39810,Mercedes-Benz Stadium,33-45-18.83N,084-24-03.64W,Atlanta,GA,Open,
-112.262738889,33.5276277780001,178,CE159982-408D-47CB-9703-5F50D1B00ACF,State Farm Stadium,33-31-39.46N,112-15-45.86W,Glendale,AZ,Open,
-122.33235,47.591469444,179,F3A8285A-F03D-4785-A77D-6DE9FDC61BB0,T-Mobile Park,47-35-29.29N,122-19-56.46W,Seattle,WA,Open,
-77.856077778,40.8121694440001,180,B2939845-CC36-4162-82F5-8E65651DD807,West Shore Home Field at Beaver Stadium,40-48-43.81N,077-51-21.88W,University Park,PA,Open,
-77.365258333,35.596469444,181,5B012ECF-9565-4332-B7AA-8B7DA636271B,Dowdy-Ficklen Stadium,35-35-47.29N,077-21-54.93W,Greenville,NC,Open,
-90.179780556,32.3296361110001,182,AF7DE6DD-B226-49DB-87E2-885F1D8053AA,Mississippi Veterans Memorial Stadium,32 19 46.69N,90 10 47.21 W,Jackson,MS,Open,
-93.79195,32.4755777780001,183,51398342-58DB-4D99-9EAB-5475449D6E3F,Independence Stadium,32 28 32.08 N,93 47 31.02 W,Shreveport,LA,Open,
-72.960486111,41.3132555560001,184,806FA17A-4133-4EE7-91F9-21FF0041AC14,"Yale Bowl, Class of 1954 Field",41 18 47.72 N,72 57 37.75 W,New Haven,CT,Open,
-81.402741667,28.5390444440001,185,155D38C9-ACD2-46AE-A918-16DF98958F5E,Camping World Stadium,28 32 20.56 N,81 24 09.87 W,Orlando,FL,Open,
-96.76,32.7796000000001,186,94E64EC0-615D-4C8A-975C-C69CE25630DB,Cotton Bowl Stadium,32 46 46.56 N,96 45 35.50 W,Dallas,TX,Open,
-71.126755556,42.3667194440001,187,3A12FA3D-2460-4F0F-8174-0EFBBD85F5FF,Harvard Stadium,42 22 00.19 N,71 07 36.32 W,Boston,MA,Open,
-82.629461111,27.7651388890001,188,2119C5C8-B355-4264-B851-653BAB6C0D1E,Firestone Grand Prix of St. Petersburg,27-45-54.50N,82-37-46.06W,Tampa,FL,Open,
-97.639769444,30.13185,189,8DA1E68F-417C-4CF3-B906-0ED9B666766A,Circuit Of The Americas,30-07-54.66N,97-38-23.17W,Austin,TX,Open,
-86.61965,33.532619444,190,B5562084-D3DE-417F-831C-E55D2496AED1,Barber Motorsports Park,33-31-57.43N,86-37-10.74W,Birmingham,AL,Open,
-118.187238889,33.7622111110001,191,AADE71F1-1C78-4350-B367-359D8917651A,Acura Grand Prix of Long Beach,33-45-43.96N,118-11-14.06W,Long Beach,CA,Open,
-82.998711111,42.3371000000001,192,45420CBB-D4BD-4D57-97E1-A0DA6A609115,The Raceway At Belle Ilse Park,42-20-13.56N,82-59-55.36W,Detroit,MI,Open,
-87.989630556,43.7978805560001,193,71525F00-6DCC-4520-8AC6-19F48A7AAA5B,Briggs & Stratton Motorplex ,43-47-52.37N,87-59-22.67W,Elkhart Lake,WI,Open,
-82.635269444,40.689519444,194,08676878-D744-4738-BF98-BBD9D535551C,Mid-Ohio Sports Car Course,40 41 22.27N,82-38-06.97W,Lexington,OH,Open,
-90.1369611109999,38.650438889,195,802506F8-D42C-4445-A824-140B2FFF0739,World Wide Technology Raceway,38-39-01.58N,90-08-13.06W,Madison,IL,Open,
-122.695672222,45.5950111110001,196,B019940F-BB93-4FE9-AF9D-D5B623FF0EC4,Portland International Raceway,45-35-42.04N,122-41-44.42W,Portland,OR,Open,
-121.756638889,36.587,197,0C46B198-DA8D-4CAA-B9BA-34BB712F25A8,Weather Tech Raceway Laguna Seca,36-35-13.20N,121-45-23.90W,Monterey,CA,Open,
-97.0878,32.7467,198,5774387C-648B-4D44-937F-DF33EDD896DA,Globe Life Field,32 44 48.12 N,97 05 16.08 W,Arlington,TX,Open,
-118.339138889,33.9533388890001,199,75F32156-C948-4322-92D9-5B860A255AD3,SoFi Stadium,33 57 12.02 N,118 20 20.90 W,Inglewood,CA,Open,
-115.183111111,36.09085,200,03D0436A-0299-4481-81BE-1D9AA5B60CD1,Allegiant Stadium,36 05 27.06 N,115 10 59.20 W,Las Vegas,NV,Open,
-86.809288889,33.5277694440001,201,8E63E366-3AF4-4055-88AA-A9DB8E5D16C8,Protective Stadium,33-31-39.97N,086-48-33.44W,Birmingham,AL,Open,
-117.122430556,32.784127778,202,C0D35562-18DD-4D34-BD56-417F11A8F98A,Snapdragon Stadium,32 47 02.86 N ,117 07 20.75 W,San Diego,CA,Open,
-115.1601,36.110836111,203,00039BFA-850E-4419-B2F4-E4C087346C05,Heineken Silver Las Vegas Grand Prix,36-06-39.01N,115-09-36.36W,Las Vegas,NV,Open,
